5;82;-33.01792;5.8195114;-0.2614975
0;84;-8.821823;0.39396667;3.1551056
1;85;0.006210327;0.06260681;-0.063797
0;86;-8.764984;0.37268066;3.4490204
2;86;-9.225703;0.41200322;3.2995524
3;87;0.0;0.0;-0.0
4;88;-0.5217179;0.24415563;0.7550945
1;88;0.040771484;0.12677002;-0.04109192
0;89;-8.720413;0.38294983;3.65831
5;90;-22.241402;3.260231;-0.8098602
6;90;-0.5123394;0.24921067;0.7539166
3;91;0.030024529;-0.008686513;0.15121055
2;92;-9.174803;0.39783573;3.440219
4;92;-0.5212967;0.24505378;0.7545542
1;93;0.1006012;0.23562622;-0.018295288
0;93;-8.659103;0.38294983;3.6401215
6;94;-0.5046612;0.2539254;0.7525067
2;94;-9.134131;0.3973636;3.5468485
3;95;0.053808212;0.0012434423;0.2512169
1;96;0.1402893;0.304245;-0.0039978027
5;96;-11.375809;0.8836746;-1.358223
6;97;-0.50089294;0.2569709;0.75120056
2;98;-9.11687;0.40038446;3.59065
0;98;-8.608658;0.30204773;3.542801
3;99;0.09329128;-0.0014280081;0.19301867
4;99;-0.506924;0.25318542;0.75263417
1;100;0.1747284;0.34973145;0.0069274902
0;100;-8.683762;0.28718567;3.542801
6;101;-0.5004281;0.25755963;0.7503986
2;102;-9.1161175;0.38873985;3.5938392
3;102;0.1240263;-0.07034135;0.10012221
1;103;0.18144226;0.29917908;0.01586914
0;103;-8.831924;0.23132324;3.6126251
5;104;-0.42114258;-1.127243;-1.7238617
2;104;-9.119317;0.3802421;3.586622
6;105;-0.50058067;0.2579771;0.7496827
3;105;0.050066948;-0.076982975;0.107791424
4;106;-0.5004348;0.25778088;0.75007534
1;106;0.18740845;0.2374878;0.023208618
0;107;-8.905975;0.26715088;3.4499512
2;107;-9.121233;0.36683217;3.583146
6;107;-0.5007756;0.25794223;0.74914587
3;108;-0.0762167;-0.12080845;0.17307043
1;108;0.18885803;0.22605896;0.026489258
5;109;10.266304;-3.7778854;-2.2722244
0;109;-8.94931;0.2724762;3.2627106
6;110;-0.50206953;0.25785205;0.748714
2;110;-9.130986;0.36302596;3.5586085
3;111;-0.12455845;-0.08197704;0.027580023
4;111;-0.5005735;0.25483757;0.75135064
1;112;0.17625427;0.21221924;0.027648926
0;112;-8.90831;0.28718567;3.0668793
2;113;-9.146891;0.36178768;3.517654
6;113;-0.5043659;0.25741905;0.7483724
3;113;-0.14262962;-0.075855136;-0.1241076
1;114;0.16287231;0.20906067;0.031341553
5;114;20.864677;-6.154442;-2.91214
0;114;-8.778458;0.28718567;2.81279
2;119;-9.166086;0.36336884;3.4671614
3;120;-0.085113525;-0.06259006;-0.27058077
6;120;-0.507142;0.25696486;0.747991
4;121;-0.50082314;0.25567618;0.75038594
1;121;0.1292572;0.20576477;0.016815186
0;122;-8.734329;0.28718567;2.7955322
6;133;-0.5104398;0.25638554;0.7475194
2;134;-9.188492;0.3649145;3.4071763
3;135;0.046913147;-0.06330776;-0.45973778
1;135;0.10757446;0.19264221;0.013885498
5;136;31.374168;-8.2567215;-3.4605026
0;137;-8.77713;0.31097412;2.862564
6;137;-0.5133192;0.25572821;0.7471599
2;138;-9.207306;0.36526218;3.3559632
4;138;-0.50259775;0.2556716;0.7497719
3;139;0.08940697;-0.06285995;-0.42062402
1;174;0.08631897;0.17971802;0.010925293
0;176;-8.801102;0.31600952;2.8821259
6;178;-0.51538247;0.25558254;0.7466617
2;180;-9.22179;0.36670825;3.3157947
3;181;0.048532486;-0.03998193;-0.3107984
1;182;0.072021484;0.17645264;0.0022583008
5;182;42.061615;-10.907364;-3.9175034
0;183;-8.810791;0.30633545;2.8438568
4;184;-0.5053759;0.25372717;0.750518
1;184;0.060958862;0.18695068;-0.0027618408
2;185;-9.234029;0.36746493;3.281474
2;186;-9.246001;0.36665887;3.2476788
3;188;0.028056145;-0.035343707;-0.25547028
3;188;0.02248764;-0.04395652;-0.25885224
6;189;-0.51717186;0.25539124;0.7462522
6;189;-0.5190178;0.25501955;0.74590117
1;191;0.03492737;0.14451599;-0.0054473877
0;192;-8.830093;0.2872467;2.7391663
5;192;41.97254;-10.816002;-3.7347794
0;192;-8.853668;0.3209076;3.0073853
6;193;-0.52106804;0.25441134;0.74558854
2;193;-9.258586;0.36394918;3.211932
3;194;0.007843971;-0.060167044;-0.32683682
4;194;-0.5069969;0.2538585;0.7498795
1;194;0.007949829;0.062454224;-0.0063934326
0;195;-8.76236;0.37347412;3.1885834
6;195;-0.52164614;0.25449562;0.74526757
2;196;-9.263028;0.3624609;3.1992686
3;196;-0.011782646;-0.025074065;-0.04642892
1;197;0.012008667;0.05303955;-0.017181396
5;197;42.061615;-10.998917;-3.7347794
0;197;-8.686005;0.39744568;3.0964813
4;198;-0.5098879;0.25087366;0.75139135
1;214;0.016448975;0.06715393;-0.019760132
6;217;-0.52120984;0.2550589;0.74500155
6;219;-0.52110803;0.25534815;0.74487126
2;220;-9.261853;0.36339116;3.2025628
2;220;-9.262062;0.36525285;3.2017484
3;221;0.07682228;0.026666582;0.13217187
3;221;0.14692688;0.049115747;0.043076515
1;222;0.025161743;0.08631897;-0.023361206
0;222;-8.773132;0.40187073;3.0446014
5;222;41.88347;-11.181831;-3.5520554
0;223;-8.829941;0.38294983;3.020584
6;224;-0.52119106;0.25581267;0.74452883
2;224;-9.264191;0.36689922;3.1953938
3;224;0.059121132;0.05207798;-0.0018088818
4;225;-0.51089025;0.24989444;0.75202924
1;225;0.02835083;0.08302307;-0.018951416
0;226;-8.800339;0.35333252;2.986786
2;232;-9.267182;0.36751297;3.186637
3;234;0.004743576;0.03258863;-0.01733303
6;237;-0.52155054;0.25595266;0.7443142
1;239;0.03100586;0.08177185;-0.025817871
5;241;41.88347;-11.273193;-3.6434174
0;242;-8.846039;0.29606628;2.9240723
4;242;-0.5121232;0.24923167;0.7523168
1;243;0.026855469;0.06611633;-0.02583313
2;248;-9.27035;0.36665687;3.177509
2;249;-9.274293;0.362844;3.1664207
6;250;-0.5219126;0.25612375;0.74402124
6;250;-0.5226212;0.25578216;0.74391276
3;251;0.035262108;0.003870666;-0.04170847
3;253;-0.007741928;-0.04971996;-0.09349108
1;253;0.020187378;0.046661377;-0.022750854
0;254;-9.021469;0.22972107;2.929016
5;254;41.97254;-11.181831;-3.8261414
0;256;-8.984543;0.2402649;2.8915863
2;259;-9.2782955;0.35609075;3.1554427
6;260;-0.52343833;0.2552048;0.7438487
3;261;-0.17381859;-0.109842;-0.07996917
4;263;-0.5141445;0.24735706;0.7531011
1;264;0.016723633;0.0541687;-5.493164E-4
0;264;-8.847214;0.2881317;2.921753
2;269;-9.282109;0.3513108;3.1447444
3;271;-0.12991333;-0.094866574;-0.108329535
6;272;-0.52430284;0.2544979;0.7439379
1;273;0.008712769;0.058258057;0.0022888184
5;274;42.23976;-11.455917;-3.7347794
0;274;-8.885437;0.30633545;2.9938354
4;281;-0.5158273;0.2466493;0.7528509
1;282;0.006652832;0.0907135;0.010482788
6;290;-0.5247428;0.25437376;0.7438316
6;293;-0.52508783;0.25436378;0.743706
3;296;0.008758545;-0.045636088;-0.07029486
3;298;-0.026234627;-0.027187705;0.00814414
2;300;-9.284804;0.3499298;3.1369317
2;302;-9.28718;0.34963524;3.1299264
1;303;0.027542114;0.13964844;0.035629272
0;304;-9.024094;0.3261261;3.0422058
5;305;42.50698;-11.638641;-3.6434174
0;306;-9.076324;0.3555298;2.9410095
1;308;0.042175293;0.17584229;0.04890442
6;313;-0.52546144;0.25463483;0.7434303
2;314;-9.290601;0.35172385;3.1195226
3;315;-0.1557436;-0.009612173;0.06446314
4;315;-0.5165091;0.24717554;0.752135
0;316;-8.908524;0.37268066;2.841629
2;317;-9.296364;0.35706946;3.1016932
6;317;-0.52611053;0.2550791;0.7430318
3;319;-0.19638538;0.01445505;-0.021745205
1;319;0.05480957;0.24417114;0.07319641
5;320;42.685127;-11.638641;-3.4605026
0;320;-8.659882;0.36380005;2.7244263
1;321;0.06388855;0.3062439;0.07777405
4;322;-0.517216;0.24789922;0.75135356
6;330;-0.5269236;0.25572905;0.7425059
6;331;-0.52793396;0.25658578;0.7417905
1;332;0.052825928;0.3285675;0.06304932
0;332;-8.548248;0.3821411;2.5627747
2;333;-9.303793;0.36517435;3.07839
2;333;-9.313128;0.3746697;3.048877
3;333;-0.021799088;0.02387625;-0.098763466
3;334;0.22711945;0.0062735677;-0.18494773
5;334;42.596054;-11.821365;-3.186226
2;335;-9.32449;0.38415784;3.0127592
3;335;0.33688354;0.016084284;-0.30802727
4;336;-0.5181278;0.24869531;0.75052434
6;337;-0.5292809;0.25739807;0.74098265
0;340;-8.699265;0.35250854;2.472458
1;340;0.048217773;0.32884216;0.050430298
0;346;-8.805405;0.34631348;2.348587
3;348;0.1891985;-0.019477278;-0.35755372
2;351;-9.337022;0.39075822;2.972829
6;354;-0.53089553;0.25802684;0.7401144
1;356;0.046554565;0.34124756;0.035583496
5;358;42.685127;-11.547089;-2.9119492
0;362;-8.803207;0.40968323;2.3092651
4;364;-0.51915765;0.2504734;0.74886405
1;365;0.04069519;0.38365173;0.037902832
2;368;-9.350585;0.3955466;2.9292488
2;372;-9.36452;0.40144032;2.883574
3;375;0.0896759;-0.029964477;-0.43796635
3;378;0.09893417;0.028064251;-0.43193078
